#gene	transcript	clone	chrom	strand	pep_length	spliced_length	start	stop	chrom_start	chrom_stop	genome_start	genome_stop	gmap	source	version	method
CC1G_05488.2	CC1G_05488T0	Chr_11	Chr_11	+1	226	681	1499350	1500089	1499350	1500089	7899058	7899797	0	BroadInstitute	2	predicted
CC1G_05487.2	CC1G_05487T0	Chr_11	Chr_11	-1	185	558	1500280	1501063	1500280	1501063	7899988	7900771	0	BroadInstitute	2	predicted
CC1G_05486.2	CC1G_05486T0	Chr_11	Chr_11	+1	345	1038	1501772	1502919	1501772	1502919	7901480	7902627	0	BroadInstitute	2	predicted
CC1G_15726.2	CC1G_15726T0	Chr_11	Chr_11	-1	119	360	1503020	1503379	1503020	1503379	7902728	7903087	0	BroadInstitute	2	predicted
CC1G_15727.2	CC1G_15727T0	Chr_11	Chr_11	-1	1043	3132	1503904	1508518	1503904	1508518	7903612	7908226	0	BroadInstitute	2	predicted
CC1G_05483.2	CC1G_05483T0	Chr_11	Chr_11	-1	449	1350	1509468	1511110	1509468	1511110	7909176	7910818	0	BroadInstitute	2	predicted
CC1G_15728.2	CC1G_15728T0	Chr_11	Chr_11	+1	79	240	1514041	1514917	1514041	1514917	7913749	7914625	0	BroadInstitute	2	predicted
CC1G_05482.2	CC1G_05482T0	Chr_11	Chr_11	-1	631	1896	1515288	1518013	1515288	1518013	7914996	7917721	0	BroadInstitute	2	predicted
CC1G_05481.2	CC1G_05481T0	Chr_11	Chr_11	-1	116	351	1518660	1519010	1518660	1519010	7918368	7918718	0	BroadInstitute	2	predicted
CC1G_05480.2	CC1G_05480T0	Chr_11	Chr_11	+1	930	2793	1520465	1523789	1520465	1523789	7920173	7923497	0	BroadInstitute	2	predicted
CC1G_05479.2	CC1G_05479T0	Chr_11	Chr_11	+1	413	1242	1524111	1525420	1524111	1525420	7923819	7925128	0	BroadInstitute	2	predicted
CC1G_05478.2	CC1G_05478T0	Chr_11	Chr_11	-1	522	1569	1525692	1527361	1525692	1527361	7925400	7927069	0	BroadInstitute	2	predicted
CC1G_05477.2	CC1G_05477T0	Chr_11	Chr_11	+1	397	1194	1527780	1529021	1527780	1529021	7927488	7928729	0	BroadInstitute	2	predicted
CC1G_15729.2	CC1G_15729T0	Chr_11	Chr_11	+1	727	2184	1529840	1532501	1529840	1532501	7929548	7932209	0	BroadInstitute	2	predicted
CC1G_15730.2	CC1G_15730T0	Chr_11	Chr_11	+1	371	1116	1533145	1534421	1533145	1534421	7932853	7934129	0	BroadInstitute	2	predicted
CC1G_15731.2	CC1G_15731T0	Chr_11	Chr_11	-1	1061	3186	1534930	1538665	1534930	1538665	7934638	7938373	0	BroadInstitute	2	predicted
CC1G_05473.2	CC1G_05473T0	Chr_11	Chr_11	+1	598	1797	1539036	1540832	1539036	1540832	7938744	7940540	0	BroadInstitute	2	predicted
CC1G_05472.2	CC1G_05472T0	Chr_11	Chr_11	+1	162	489	1543445	1543933	1543445	1543933	7943153	7943641	0	BroadInstitute	2	predicted
CC1G_05471.2	CC1G_05471T0	Chr_11	Chr_11	+1	64	195	1544840	1545175	1544840	1545175	7944548	7944883	0	BroadInstitute	2	predicted
CC1G_05470.2	CC1G_05470T0	Chr_11	Chr_11	-1	444	1335	1545478	1547033	1545478	1547033	7945186	7946741	0	BroadInstitute	2	predicted
CC1G_05469.2	CC1G_05469T0	Chr_11	Chr_11	-1	600	1803	1548009	1549972	1548009	1549972	7947717	7949680	0	BroadInstitute	2	predicted
CC1G_05468.2	CC1G_05468T0	Chr_11	Chr_11	+1	1435	4308	1552887	1557331	1552887	1557331	7952595	7957039	0	BroadInstitute	2	predicted
CC1G_05467.2	CC1G_05467T0	Chr_11	Chr_11	-1	537	1614	1558562	1560297	1558562	1560297	7958270	7960005	0	BroadInstitute	2	predicted
CC1G_15732.2	CC1G_15732T0	Chr_11	Chr_11	+1	600	1803	1561085	1563612	1561085	1563612	7960793	7963320	0	BroadInstitute	2	predicted
CC1G_05464.2	CC1G_05464T0	Chr_11	Chr_11	+1	331	996	1568233	1569776	1568233	1569776	7967941	7969484	0	BroadInstitute	2	predicted
CC1G_15733.2	CC1G_15733T0	Chr_11	Chr_11	+1	222	669	1570403	1571331	1570403	1571331	7970111	7971039	0	BroadInstitute	2	predicted
CC1G_15734.2	CC1G_15734T0	Chr_11	Chr_11	+1	423	1272	1571574	1572900	1571574	1572900	7971282	7972608	0	BroadInstitute	2	predicted
CC1G_05461.2	CC1G_05461T0	Chr_11	Chr_11	+1	307	924	1574858	1576026	1574858	1576026	7974566	7975734	0	BroadInstitute	2	predicted
CC1G_05460.2	CC1G_05460T0	Chr_11	Chr_11	-1	961	2886	1577523	1580819	1577523	1580819	7977231	7980527	0	BroadInstitute	2	predicted
CC1G_05459.2	CC1G_05459T0	Chr_11	Chr_11	+1	659	1980	1582144	1584123	1582144	1584123	7981852	7983831	0	BroadInstitute	2	predicted
CC1G_05458.2	CC1G_05458T0	Chr_11	Chr_11	+1	102	309	1585260	1585790	1585260	1585790	7984968	7985498	0	BroadInstitute	2	predicted
CC1G_05457.2	CC1G_05457T0	Chr_11	Chr_11	+1	642	1929	1587364	1589516	1587364	1589516	7987072	7989224	0	BroadInstitute	2	predicted
CC1G_05456.2	CC1G_05456T0	Chr_11	Chr_11	+1	301	906	1589835	1590740	1589835	1590740	7989543	7990448	0	BroadInstitute	2	predicted
CC1G_15735.2	CC1G_15735T0	Chr_11	Chr_11	-1	164	495	1591121	1591615	1591121	1591615	7990829	7991323	0	BroadInstitute	2	predicted
CC1G_15736.2	CC1G_15736T0	Chr_11	Chr_11	-1	958	2877	1592974	1596046	1592974	1596046	7992682	7995754	0	BroadInstitute	2	predicted
CC1G_05454.2	CC1G_05454T0	Chr_11	Chr_11	+1	532	1599	1596672	1598270	1596672	1598270	7996380	7997978	0	BroadInstitute	2	predicted
CC1G_05453.2	CC1G_05453T0	Chr_11	Chr_11	+1	425	1278	1598728	1600108	1598728	1600108	7998436	7999816	0	BroadInstitute	2	predicted
CC1G_05452.2	CC1G_05452T0	Chr_11	Chr_11	-1	679	2040	1600634	1603854	1600634	1603854	8000342	8003562	0	BroadInstitute	2	predicted
CC1G_05451.2	CC1G_05451T0	Chr_11	Chr_11	-1	830	2493	1605522	1608308	1605522	1608308	8005230	8008016	0	BroadInstitute	2	predicted
CC1G_05450.2	CC1G_05450T0	Chr_11	Chr_11	+1	240	723	1609483	1611514	1609483	1611514	8009191	8011222	0	BroadInstitute	2	predicted
CC1G_05449.2	CC1G_05449T0	Chr_11	Chr_11	+1	767	2304	1614172	1617523	1614172	1617523	8013880	8017231	0	BroadInstitute	2	predicted
CC1G_15737.2	CC1G_15737T0	Chr_11	Chr_11	+1	897	2694	1626550	1629471	1626550	1629471	8026258	8029179	0	BroadInstitute	2	predicted
CC1G_12367.2	CC1G_12367T0	Chr_11	Chr_11	-1	318	957	1634213	1635395	1634213	1635395	8033921	8035103	0	BroadInstitute	2	predicted
CC1G_15738.2	CC1G_15738T0	Chr_11	Chr_11	-1	57	174	1636680	1637053	1636680	1637053	8036388	8036761	0	BroadInstitute	2	predicted
CC1G_12366.2	CC1G_12366T0	Chr_11	Chr_11	+1	327	984	1638292	1639394	1638292	1639394	8038000	8039102	0	BroadInstitute	2	predicted
CC1G_12365.2	CC1G_12365T0	Chr_11	Chr_11	+1	103	312	1640721	1641223	1640721	1641223	8040429	8040931	0	BroadInstitute	2	predicted
CC1G_12364.2	CC1G_12364T0	Chr_11	Chr_11	+1	573	1722	1642840	1644711	1642840	1644711	8042548	8044419	0	BroadInstitute	2	predicted
CC1G_12363.2	CC1G_12363T0	Chr_11	Chr_11	-1	191	576	1645147	1645783	1645147	1645783	8044855	8045491	0	BroadInstitute	2	predicted
CC1G_12362.2	CC1G_12362T0	Chr_11	Chr_11	-1	1092	3279	1645913	1649532	1645913	1649532	8045621	8049240	0	BroadInstitute	2	predicted
CC1G_12361.2	CC1G_12361T0	Chr_11	Chr_11	-1	340	1023	1650449	1651737	1650449	1651737	8050157	8051445	0	BroadInstitute	2	predicted
CC1G_12360.2	CC1G_12360T0	Chr_11	Chr_11	-1	441	1326	1654264	1655701	1654264	1655701	8053972	8055409	0	BroadInstitute	2	predicted
CC1G_12359.2	CC1G_12359T0	Chr_11	Chr_11	+1	100	303	1656362	1656901	1656362	1656901	8056070	8056609	0	BroadInstitute	2	predicted
CC1G_12358.2	CC1G_12358T0	Chr_11	Chr_11	+1	388	1167	1658484	1660786	1658484	1660786	8058192	8060494	0	BroadInstitute	2	predicted
CC1G_12357.2	CC1G_12357T0	Chr_11	Chr_11	+1	233	702	1661328	1662029	1661328	1662029	8061036	8061737	0	BroadInstitute	2	predicted
CC1G_12356.2	CC1G_12356T0	Chr_11	Chr_11	+1	363	1092	1662382	1663699	1662382	1663699	8062090	8063407	0	BroadInstitute	2	predicted
CC1G_12355.2	CC1G_12355T0	Chr_11	Chr_11	+1	384	1155	1664207	1665592	1664207	1665592	8063915	8065300	0	BroadInstitute	2	predicted
CC1G_15739.2	CC1G_15739T0	Chr_11	Chr_11	+1	374	1125	1666686	1667966	1666686	1667966	8066394	8067674	0	BroadInstitute	2	predicted
CC1G_09255.2	CC1G_09255T0	Chr_11	Chr_11	-1	229	690	1668436	1669191	1668436	1669191	8068144	8068899	0	BroadInstitute	2	predicted
CC1G_09254.2	CC1G_09254T0	Chr_11	Chr_11	+1	590	1773	1669916	1671941	1669916	1671941	8069624	8071649	0	BroadInstitute	2	predicted
CC1G_09253.2	CC1G_09253T0	Chr_11	Chr_11	+1	311	936	1672642	1673577	1672642	1673577	8072350	8073285	0	BroadInstitute	2	predicted
CC1G_09252.2	CC1G_09252T0	Chr_11	Chr_11	-1	354	1065	1673626	1674977	1673626	1674977	8073334	8074685	0	BroadInstitute	2	predicted
CC1G_09251.2	CC1G_09251T0	Chr_11	Chr_11	-1	474	1425	1676514	1678021	1676514	1678021	8076222	8077729	0	BroadInstitute	2	predicted
CC1G_09250.2	CC1G_09250T0	Chr_11	Chr_11	+1	265	798	1678477	1679434	1678477	1679434	8078185	8079142	0	BroadInstitute	2	predicted
CC1G_09249.2	CC1G_09249T0	Chr_11	Chr_11	-1	290	873	1680108	1681308	1680108	1681308	8079816	8081016	0	BroadInstitute	2	predicted
CC1G_09248.2	CC1G_09248T0	Chr_11	Chr_11	+1	307	924	1683067	1684251	1683067	1684251	8082775	8083959	0	BroadInstitute	2	predicted
CC1G_09247.2	CC1G_09247T0	Chr_11	Chr_11	-1	402	1209	1684401	1685973	1684401	1685973	8084109	8085681	0	BroadInstitute	2	predicted
CC1G_09246.2	CC1G_09246T0	Chr_11	Chr_11	+1	528	1587	1686090	1687676	1686090	1687676	8085798	8087384	0	BroadInstitute	2	predicted
CC1G_09245.2	CC1G_09245T0	Chr_11	Chr_11	+1	1635	4908	1687722	1693256	1687722	1693256	8087430	8092964	0	BroadInstitute	2	predicted
CC1G_09244.2	CC1G_09244T0	Chr_11	Chr_11	-1	416	1251	1693478	1695519	1693478	1695519	8093186	8095227	0	BroadInstitute	2	predicted
CC1G_09243.2	CC1G_09243T0	Chr_11	Chr_11	-1	670	2013	1697521	1700393	1697521	1700393	8097229	8100101	0	BroadInstitute	2	predicted
CC1G_09242.2	CC1G_09242T0	Chr_11	Chr_11	-1	716	2151	1700679	1703461	1700679	1703461	8100387	8103169	0	BroadInstitute	2	predicted
CC1G_09241.2	CC1G_09241T0	Chr_11	Chr_11	-1	448	1347	1704181	1705585	1704181	1705585	8103889	8105293	0	BroadInstitute	2	predicted
CC1G_09240.2	CC1G_09240T0	Chr_11	Chr_11	-1	448	1347	1707106	1708566	1707106	1708566	8106814	8108274	0	BroadInstitute	2	predicted
CC1G_09238.2	CC1G_09238T0	Chr_11	Chr_11	-1	450	1353	1709758	1711211	1709758	1711211	8109466	8110919	0	BroadInstitute	2	predicted
CC1G_09237.2	CC1G_09237T0	Chr_11	Chr_11	+1	472	1419	1712442	1713972	1712442	1713972	8112150	8113680	0	BroadInstitute	2	predicted
CC1G_09236.2	CC1G_09236T0	Chr_11	Chr_11	-1	588	1767	1714362	1716854	1714362	1716854	8114070	8116562	0	BroadInstitute	2	predicted
CC1G_09235.2	CC1G_09235T0	Chr_11	Chr_11	-1	465	1398	1717273	1719105	1717273	1719105	8116981	8118813	0	BroadInstitute	2	predicted
CC1G_09234.2	CC1G_09234T0	Chr_11	Chr_11	-1	193	582	1719679	1720395	1719679	1720395	8119387	8120103	0	BroadInstitute	2	predicted
CC1G_09233.2	CC1G_09233T0	Chr_11	Chr_11	-1	69	210	1720686	1721020	1720686	1721020	8120394	8120728	0	BroadInstitute	2	predicted
CC1G_09232.2	CC1G_09232T0	Chr_11	Chr_11	+1	1453	4362	1721324	1726623	1721324	1726623	8121032	8126331	0	BroadInstitute	2	predicted
CC1G_09231.2	CC1G_09231T0	Chr_11	Chr_11	-1	583	1752	1726875	1728996	1726875	1728996	8126583	8128704	0	BroadInstitute	2	predicted
CC1G_09230.2	CC1G_09230T0	Chr_11	Chr_11	-1	1547	4644	1729359	1735440	1729359	1735440	8129067	8135148	0	BroadInstitute	2	predicted
CC1G_09229.2	CC1G_09229T0	Chr_11	Chr_11	+1	208	627	1735734	1736412	1735734	1736412	8135442	8136120	0	BroadInstitute	2	predicted
CC1G_09228.2	CC1G_09228T0	Chr_11	Chr_11	+1	205	618	1736809	1737486	1736809	1737486	8136517	8137194	0	BroadInstitute	2	predicted
CC1G_09227.2	CC1G_09227T0	Chr_11	Chr_11	-1	346	1041	1738341	1739486	1738341	1739486	8138049	8139194	0	BroadInstitute	2	predicted
CC1G_09226.2	CC1G_09226T0	Chr_11	Chr_11	+1	164	495	1740873	1741533	1740873	1741533	8140581	8141241	0	BroadInstitute	2	predicted
CC1G_09225.2	CC1G_09225T0	Chr_11	Chr_11	-1	394	1185	1741869	1743273	1741869	1743273	8141577	8142981	0	BroadInstitute	2	predicted
CC1G_09224.2	CC1G_09224T0	Chr_11	Chr_11	+1	238	717	1744441	1745459	1744441	1745459	8144149	8145167	0	BroadInstitute	2	predicted
CC1G_09223.2	CC1G_09223T0	Chr_11	Chr_11	-1	600	1803	1745788	1748044	1745788	1748044	8145496	8147752	0	BroadInstitute	2	predicted
CC1G_15740.2	CC1G_15740T0	Chr_11	Chr_11	-1	181	546	1749001	1749796	1749001	1749796	8148709	8149504	0	BroadInstitute	2	predicted
CC1G_09222.2	CC1G_09222T0	Chr_11	Chr_11	-1	1457	4374	1750064	1756248	1750064	1756248	8149772	8155956	0	BroadInstitute	2	predicted
CC1G_09221.2	CC1G_09221T0	Chr_11	Chr_11	+1	347	1044	1757124	1758412	1757124	1758412	8156832	8158120	0	BroadInstitute	2	predicted
CC1G_09220.2	CC1G_09220T0	Chr_11	Chr_11	+1	877	2634	1759942	1762778	1759942	1762778	8159650	8162486	0	BroadInstitute	2	predicted
CC1G_15741.2	CC1G_15741T0	Chr_11	Chr_11	-1	847	2544	1763194	1767005	1763194	1767005	8162902	8166713	0	BroadInstitute	2	predicted
CC1G_09217.2	CC1G_09217T0	Chr_11	Chr_11	+1	634	1905	1767581	1769983	1767581	1769983	8167289	8169691	0	BroadInstitute	2	predicted
CC1G_09216.2	CC1G_09216T0	Chr_11	Chr_11	-1	274	825	1770578	1771521	1770578	1771521	8170286	8171229	0	BroadInstitute	2	predicted
CC1G_09214.2	CC1G_09214T0	Chr_11	Chr_11	+1	604	1815	1772669	1775248	1772669	1775248	8172377	8174956	0	BroadInstitute	2	predicted
CC1G_09213.2	CC1G_09213T0	Chr_11	Chr_11	+1	161	486	1776112	1776783	1776112	1776783	8175820	8176491	0	BroadInstitute	2	predicted
CC1G_09212.2	CC1G_09212T0	Chr_11	Chr_11	+1	337	1014	1777418	1778788	1777418	1778788	8177126	8178496	0	BroadInstitute	2	predicted
CC1G_09211.2	CC1G_09211T0	Chr_11	Chr_11	+1	455	1368	1779566	1781068	1779566	1781068	8179274	8180776	0	BroadInstitute	2	predicted
CC1G_09210.2	CC1G_09210T0	Chr_11	Chr_11	-1	641	1926	1782055	1783980	1782055	1783980	8181763	8183688	0	BroadInstitute	2	predicted
CC1G_09209.2	CC1G_09209T0	Chr_11	Chr_11	-1	265	798	1784492	1785478	1784492	1785478	8184200	8185186	0	BroadInstitute	2	predicted
CC1G_09208.2	CC1G_09208T0	Chr_11	Chr_11	-1	453	1362	1785858	1787337	1785858	1787337	8185566	8187045	0	BroadInstitute	2	predicted
CC1G_09207.2	CC1G_09207T0	Chr_11	Chr_11	+1	272	819	1788922	1789858	1788922	1789858	8188630	8189566	0	BroadInstitute	2	predicted
CC1G_09206.2	CC1G_09206T0	Chr_11	Chr_11	-1	81	246	1791050	1791295	1791050	1791295	8190758	8191003	0	BroadInstitute	2	predicted
CC1G_09205.2	CC1G_09205T0	Chr_11	Chr_11	-1	209	630	1792036	1792882	1792036	1792882	8191744	8192590	0	BroadInstitute	2	predicted
CC1G_09204.2	CC1G_09204T0	Chr_11	Chr_11	-1	365	1098	1793450	1794817	1793450	1794817	8193158	8194525	0	BroadInstitute	2	predicted
CC1G_09203.2	CC1G_09203T0	Chr_11	Chr_11	-1	587	1764	1796238	1798488	1796238	1798488	8195946	8198196	0	BroadInstitute	2	predicted
CC1G_09202.2	CC1G_09202T0	Chr_11	Chr_11	+1	692	2079	1798619	1801228	1798619	1801228	8198327	8200936	0	BroadInstitute	2	predicted
CC1G_09201.2	CC1G_09201T0	Chr_11	Chr_11	-1	347	1044	1801927	1803593	1801927	1803593	8201635	8203301	0	BroadInstitute	2	predicted
CC1G_15742.2	CC1G_15742T0	Chr_11	Chr_11	-1	115	348	1803944	1804470	1803944	1804470	8203652	8204178	0	BroadInstitute	2	predicted
CC1G_09200.2	CC1G_09200T0	Chr_11	Chr_11	-1	116	351	1804880	1805358	1804880	1805358	8204588	8205066	0	BroadInstitute	2	predicted
CC1G_08986.2	CC1G_08986T0	Chr_11	Chr_11	-1	496	1491	1806664	1809184	1806664	1809184	8206372	8208892	0	BroadInstitute	2	predicted
CC1G_08984.2	CC1G_08984T0	Chr_11	Chr_11	-1	265	798	1815201	1816108	1815201	1816108	8214909	8215816	0	BroadInstitute	2	predicted
CC1G_08983.2	CC1G_08983T0	Chr_11	Chr_11	+1	344	1035	1816977	1818246	1816977	1818246	8216685	8217954	0	BroadInstitute	2	predicted
CC1G_08982.2	CC1G_08982T0	Chr_11	Chr_11	+1	414	1245	1819118	1820687	1819118	1820687	8218826	8220395	0	BroadInstitute	2	predicted
CC1G_08981.2	CC1G_08981T0	Chr_11	Chr_11	+1	385	1158	1822003	1823326	1822003	1823326	8221711	8223034	0	BroadInstitute	2	predicted
CC1G_08980.2	CC1G_08980T0	Chr_11	Chr_11	-1	625	1878	1823524	1825618	1823524	1825618	8223232	8225326	0	BroadInstitute	2	predicted
CC1G_08979.2	CC1G_08979T0	Chr_11	Chr_11	-1	289	870	1826446	1827437	1826446	1827437	8226154	8227145	0	BroadInstitute	2	predicted
CC1G_08978.2	CC1G_08978T0	Chr_11	Chr_11	-1	1319	3960	1828988	1833754	1828988	1833754	8228696	8233462	0	BroadInstitute	2	predicted
CC1G_08977.2	CC1G_08977T0	Chr_11	Chr_11	-1	673	2022	1835603	1837834	1835603	1837834	8235311	8237542	0	BroadInstitute	2	predicted
CC1G_15743.2	CC1G_15743T0	Chr_11	Chr_11	+1	264	795	1841788	1842632	1841788	1842632	8241496	8242340	0	BroadInstitute	2	predicted
CC1G_08975.2	CC1G_08975T0	Chr_11	Chr_11	+1	351	1056	1843034	1844252	1843034	1844252	8242742	8243960	0	BroadInstitute	2	predicted
CC1G_15744.2	CC1G_15744T0	Chr_11	Chr_11	+1	111	336	1845739	1846134	1845739	1846134	8245447	8245842	0	BroadInstitute	2	predicted
CC1G_15745.2	CC1G_15745T0	Chr_11	Chr_11	+1	424	1275	1847522	1848850	1847522	1848850	8247230	8248558	0	BroadInstitute	2	predicted
CC1G_15746.2	CC1G_15746T0	Chr_11	Chr_11	+1	131	396	1849163	1849558	1849163	1849558	8248871	8249266	0	BroadInstitute	2	predicted
CC1G_15747.2	CC1G_15747T0	Chr_11	Chr_11	-1	500	1503	1851713	1853335	1851713	1853335	8251421	8253043	0	BroadInstitute	2	predicted
CC1G_15748.2	CC1G_15748T0	Chr_11	Chr_11	-1	211	636	1853552	1854357	1853552	1854357	8253260	8254065	0	BroadInstitute	2	predicted
CC1G_08971.2	CC1G_08971T0	Chr_11	Chr_11	+1	342	1029	1855598	1856972	1855598	1856972	8255306	8256680	0	BroadInstitute	2	predicted
CC1G_08970.2	CC1G_08970T0	Chr_11	Chr_11	-1	1046	3141	1857526	1861375	1857526	1861375	8257234	8261083	0	BroadInstitute	2	predicted
CC1G_08969.2	CC1G_08969T0	Chr_11	Chr_11	+1	380	1143	1863482	1864890	1863482	1864890	8263190	8264598	0	BroadInstitute	2	predicted
CC1G_08968.2	CC1G_08968T0	Chr_11	Chr_11	+1	629	1890	1866143	1868402	1866143	1868402	8265851	8268110	0	BroadInstitute	2	predicted
CC1G_08967.2	CC1G_08967T0	Chr_11	Chr_11	+1	700	2103	1868872	1871098	1868872	1871098	8268580	8270806	0	BroadInstitute	2	predicted
CC1G_08966.2	CC1G_08966T0	Chr_11	Chr_11	-1	585	1758	1871716	1873586	1871716	1873586	8271424	8273294	0	BroadInstitute	2	predicted
CC1G_08965.2	CC1G_08965T0	Chr_11	Chr_11	-1	276	831	1874707	1875700	1874707	1875700	8274415	8275408	0	BroadInstitute	2	predicted
CC1G_15749.2	CC1G_15749T0	Chr_11	Chr_11	-1	60	183	1877185	1877367	1877185	1877367	8276893	8277075	0	BroadInstitute	2	predicted
CC1G_15750.2	CC1G_15750T0	Chr_11	Chr_11	-1	169	510	1877434	1878529	1877434	1878529	8277142	8278237	0	BroadInstitute	2	predicted
CC1G_08963.2	CC1G_08963T0	Chr_11	Chr_11	+1	452	1359	1879116	1880843	1879116	1880843	8278824	8280551	0	BroadInstitute	2	predicted
CC1G_08962.2	CC1G_08962T0	Chr_11	Chr_11	+1	360	1083	1881620	1882928	1881620	1882928	8281328	8282636	0	BroadInstitute	2	predicted
CC1G_08961.2	CC1G_08961T0	Chr_11	Chr_11	+1	359	1080	1883406	1884721	1883406	1884721	8283114	8284429	0	BroadInstitute	2	predicted
CC1G_08960.2	CC1G_08960T0	Chr_11	Chr_11	-1	429	1290	1885048	1886450	1885048	1886450	8284756	8286158	0	BroadInstitute	2	predicted
CC1G_15751.2	CC1G_15751T0	Chr_11	Chr_11	+1	383	1152	1887726	1889141	1887726	1889141	8287434	8288849	0	BroadInstitute	2	predicted
CC1G_15752.2	CC1G_15752T0	Chr_11	Chr_11	+1	453	1362	1889759	1891256	1889759	1891256	8289467	8290964	0	BroadInstitute	2	predicted
CC1G_08958.2	CC1G_08958T0	Chr_11	Chr_11	+1	224	675	1891726	1892519	1891726	1892519	8291434	8292227	0	BroadInstitute	2	predicted
CC1G_08957.2	CC1G_08957T0	Chr_11	Chr_11	-1	136	411	1892822	1893656	1892822	1893656	8292530	8293364	0	BroadInstitute	2	predicted
CC1G_08956.2	CC1G_08956T0	Chr_11	Chr_11	-1	342	1029	1894486	1895777	1894486	1895777	8294194	8295485	0	BroadInstitute	2	predicted
CC1G_08955.2	CC1G_08955T0	Chr_11	Chr_11	-1	472	1419	1896820	1898575	1896820	1898575	8296528	8298283	0	BroadInstitute	2	predicted
CC1G_08954.2	CC1G_08954T0	Chr_11	Chr_11	+1	183	552	1899087	1899808	1899087	1899808	8298795	8299516	0	BroadInstitute	2	predicted
CC1G_08953.2	CC1G_08953T0	Chr_11	Chr_11	+1	242	729	1900253	1901167	1900253	1901167	8299961	8300875	0	BroadInstitute	2	predicted
CC1G_08952.2	CC1G_08952T0	Chr_11	Chr_11	+1	616	1851	1901594	1903615	1901594	1903615	8301302	8303323	0	BroadInstitute	2	predicted
CC1G_08951.2	CC1G_08951T0	Chr_11	Chr_11	+1	334	1005	1904380	1905596	1904380	1905596	8304088	8305304	0	BroadInstitute	2	predicted
CC1G_08950.2	CC1G_08950T0	Chr_11	Chr_11	+1	280	843	1907561	1908760	1907561	1908760	8307269	8308468	0	BroadInstitute	2	predicted
CC1G_08949.2	CC1G_08949T0	Chr_11	Chr_11	+1	69	210	1911087	1911463	1911087	1911463	8310795	8311171	0	BroadInstitute	2	predicted
CC1G_08947.2	CC1G_08947T0	Chr_11	Chr_11	+1	358	1077	1912912	1914832	1912912	1914832	8312620	8314540	0	BroadInstitute	2	predicted
CC1G_08946.2	CC1G_08946T0	Chr_11	Chr_11	+1	293	882	1916582	1917578	1916582	1917578	8316290	8317286	0	BroadInstitute	2	predicted
CC1G_08945.2	CC1G_08945T0	Chr_11	Chr_11	+1	524	1575	1918987	1921181	1918987	1921181	8318695	8320889	0	BroadInstitute	2	predicted
CC1G_08944.2	CC1G_08944T0	Chr_11	Chr_11	+1	333	1002	1922976	1924818	1922976	1924818	8322684	8324526	0	BroadInstitute	2	predicted
CC1G_08943.2	CC1G_08943T0	Chr_11	Chr_11	-1	218	657	1926003	1928120	1926003	1928120	8325711	8327828	0	BroadInstitute	2	predicted
CC1G_08942.2	CC1G_08942T0	Chr_11	Chr_11	+1	99	300	1928388	1928741	1928388	1928741	8328096	8328449	0	BroadInstitute	2	predicted
CC1G_08941.2	CC1G_08941T0	Chr_11	Chr_11	-1	232	699	1929133	1929939	1929133	1929939	8328841	8329647	0	BroadInstitute	2	predicted
CC1G_08940.2	CC1G_08940T0	Chr_11	Chr_11	-1	500	1503	1930353	1932221	1930353	1932221	8330061	8331929	0	BroadInstitute	2	predicted
CC1G_08939.2	CC1G_08939T0	Chr_11	Chr_11	+1	103	312	1933390	1933925	1933390	1933925	8333098	8333633	0	BroadInstitute	2	predicted
CC1G_08938.2	CC1G_08938T0	Chr_11	Chr_11	-1	528	1587	1935313	1937240	1935313	1937240	8335021	8336948	0	BroadInstitute	2	predicted
CC1G_08937.2	CC1G_08937T0	Chr_11	Chr_11	+1	197	594	1937785	1938490	1937785	1938490	8337493	8338198	0	BroadInstitute	2	predicted
CC1G_08936.2	CC1G_08936T0	Chr_11	Chr_11	-1	293	882	1939197	1940193	1939197	1940193	8338905	8339901	0	BroadInstitute	2	predicted
CC1G_08934.2	CC1G_08934T0	Chr_11	Chr_11	+1	347	1044	1942872	1944074	1942872	1944074	8342580	8343782	0	BroadInstitute	2	predicted
CC1G_08933.2	CC1G_08933T0	Chr_11	Chr_11	+1	1225	3678	1945787	1950363	1945787	1950363	8345495	8350071	0	BroadInstitute	2	predicted
CC1G_13179.2	CC1G_13179T0	Chr_12	Chr_12	-1	608	1827	147	3599	147	3599	8354478	8357930	0	BroadInstitute	2	predicted
CC1G_13180.2	CC1G_13180T0	Chr_12	Chr_12	-1	77	234	4050	4663	4050	4663	8358381	8358994	0	BroadInstitute	2	predicted
CC1G_13181.2	CC1G_13181T0	Chr_12	Chr_12	+1	98	297	5007	5303	5007	5303	8359338	8359634	0	BroadInstitute	2	predicted
CC1G_15367.2	CC1G_15367T0	Chr_12	Chr_12	-1	77	234	5686	6491	5686	6491	8360017	8360822	0	BroadInstitute	2	predicted
CC1G_13183.2	CC1G_13183T0	Chr_12	Chr_12	-1	288	867	10569	12527	10569	12527	8364900	8366858	0	BroadInstitute	2	predicted
CC1G_15368.2	CC1G_15368T0	Chr_12	Chr_12	-1	85	258	12644	13897	12644	13897	8366975	8368228	0	BroadInstitute	2	predicted
CC1G_10467.2	CC1G_10467T0	Chr_12	Chr_12	-1	278	837	21706	23143	21706	23143	8376037	8377474	0	BroadInstitute	2	predicted
CC1G_10469.2	CC1G_10469T0	Chr_12	Chr_12	-1	390	1173	26851	28521	26851	28521	8381182	8382852	0	BroadInstitute	2	predicted
