model,Count,dS,dN,scaffold,start_position
CC1G_08873,7,2.56,0.95,Chr_5,2987514
CC1G_08874,7,2.55,0.94,Chr_5,2990929
CC1G_08876,7,2.37,0.83,Chr_5,2994159
CC1G_12424,6,1.49,0.57,Chr_5,3001367
CC1G_12428,6,1.28,0.55,Chr_5,3010023
CC1G_12432,2,3.13,0.97,Chr_5,3024158
CC1G_07887,6,1.89,0.53,Chr_5,3054584
CC1G_07888,6,1.92,0.58,Chr_5,3056967
CC1G_07889,6,2.18,0.63,Chr_5,3058955
CC1G_07890,6,2.04,0.59,Chr_5,3061160
CC1G_14722,7,2.27,0.66,Chr_5,3063251
CC1G_07891,7,2.31,0.63,Chr_5,3064007
CC1G_07892,7,2.43,0.67,Chr_5,3065846
CC1G_07897,10,1.99,0.67,Chr_5,3087478
CC1G_07899,7,2.49,0.86,Chr_5,3094480
CC1G_07901,7,2.18,0.71,Chr_5,3097510
CC1G_07902,7,2.39,0.8,Chr_5,3099718
CC1G_07903,8,2.26,0.85,Chr_5,3101278
CC1G_07904,9,2.19,0.83,Chr_5,3103146
CC1G_14726,9,2.24,0.8,Chr_5,3104690
CC1G_14727,9,2.28,0.82,Chr_5,3106748
CC1G_07910,5,2.09,0.9,Chr_5,3125220
CC1G_07911,4,2.15,1.03,Chr_5,3127210
CC1G_14729,3,2.15,0.79,Chr_5,3152507
CC1G_07920,5,2.07,0.67,Chr_5,3157448
CC1G_07922,6,2,0.71,Chr_5,3162464
CC1G_07925,8,2.02,0.71,Chr_5,3176221
CC1G_07927,8,2.11,0.76,Chr_5,3178344
CC1G_07929,8,2.1,0.67,Chr_5,3182180
CC1G_14730,7,2.17,0.68,Chr_5,3187262
CC1G_07931,7,2.04,0.71,Chr_5,3188372
CC1G_07932,7,1.99,0.71,Chr_5,3190256
CC1G_07935,7,1.83,0.67,Chr_5,3201490
CC1G_12575,7,1.66,0.54,Chr_5,3212471
CC1G_12576,7,2.15,0.74,Chr_5,3216097
CC1G_12584,7,2.16,0.8,Chr_5,3234855
CC1G_12585,7,2.41,0.84,Chr_5,3235776
CC1G_12586,7,2.14,0.72,Chr_5,3236974
CC1G_14732,6,2.1,0.7,Chr_5,3237771
CC1G_14733,6,1.88,0.57,Chr_5,3239406
CC1G_12995,5,2.16,0.67,Chr_5,3248008
CC1G_12140,5,1.54,0.37,Chr_5,3273213
CC1G_12142,8,1.55,0.47,Chr_5,3279539
CC1G_12147,11,1.71,0.69,Chr_5,3288229
CC1G_12148,11,1.73,0.67,Chr_5,3290367
CC1G_12149,11,1.73,0.69,Chr_5,3292338
CC1G_12150,12,1.88,0.71,Chr_5,3294967
CC1G_12151,12,1.85,0.68,Chr_5,3298970
CC1G_12152,13,1.92,0.64,Chr_5,3302147
CC1G_12153,13,1.95,0.66,Chr_5,3304209
CC1G_14736,12,1.95,0.62,Chr_5,3307046
CC1G_14737,12,1.87,0.61,Chr_5,3308680
CC1G_10986,12,1.95,0.6,Chr_5,3310022
CC1G_10990,10,1.88,0.7,Chr_5,3318644
CC1G_10991,10,2.01,0.75,Chr_5,3322330
CC1G_10992,10,1.92,0.78,Chr_5,3325020
CC1G_10995,6,2.6,0.74,Chr_5,3341056
CC1G_10996,7,2.27,0.63,Chr_5,3343887
CC1G_10998,7,2.19,0.6,Chr_5,3349849
CC1G_11000,6,1.55,0.52,Chr_5,3354698
CC1G_11004,7,1.77,0.6,Chr_5,3367575
CC1G_11005,7,1.78,0.61,Chr_5,3368311
CC1G_11006,6,1.72,0.59,Chr_5,3372250
CC1G_11009,5,1.92,0.59,Chr_5,3385431
CC1G_11010,6,1.59,0.48,Chr_5,3388917
CC1G_12246,7,1.65,0.71,Chr_5,3409385
CC1G_12247,6,2.12,0.73,Chr_5,3413140
CC1G_14740,7,1.89,0.49,Chr_5,3419152
CC1G_14741,8,2.02,0.63,Chr_5,3422631
CC1G_12250,8,2.08,0.6,Chr_5,3425522
CC1G_12253,8,1.9,0.49,Chr_5,3433440
CC1G_12254,6,1.88,0.62,Chr_5,3440570
CC1G_12256,6,1.87,0.62,Chr_5,3443590
CC1G_12257,5,1.72,0.46,Chr_5,3447468
CC1G_12672,6,0.96,0.2,Chr_6,6294
CC1G_12674,6,0.95,0.17,Chr_6,7520
CC1G_12675,7,1.18,0.31,Chr_6,8574
CC1G_12678,7,0.79,0.29,Chr_6,15455
CC1G_12682,10,0.83,0.23,Chr_6,23009
CC1G_12684,12,0.68,0.18,Chr_6,29321
CC1G_12685,12,0.66,0.18,Chr_6,30440
CC1G_13146,12,0.75,0.19,Chr_6,33371
CC1G_13151,11,0.75,0.27,Chr_6,45893
CC1G_15489,12,0.71,0.25,Chr_6,46931
CC1G_15490,12,0.72,0.25,Chr_6,47911
CC1G_15491,11,0.75,0.26,Chr_6,49561
CC1G_15492,12,0.87,0.29,Chr_6,51045
CC1G_15493,12,0.91,0.25,Chr_6,55551
CC1G_13317,12,0.83,0.31,Chr_6,56037
CC1G_12707,11,0.87,0.27,Chr_6,69903
CC1G_15494,10,0.94,0.29,Chr_6,71680
CC1G_15495,7,1.07,0.32,Chr_6,75354
CC1G_12709,6,1.05,0.33,Chr_6,76876
CC1G_12710,8,1.71,0.59,Chr_6,79107
CC1G_15498,8,1.43,0.64,Chr_6,102061
CC1G_15499,8,1.49,0.63,Chr_6,103432
CC1G_15500,8,1.72,0.72,Chr_6,107635
CC1G_15501,9,1.67,0.69,Chr_6,110033
CC1G_15502,9,1.59,0.71,Chr_6,111741
CC1G_11847,9,1.81,0.82,Chr_6,114899
CC1G_11848,9,1.75,0.79,Chr_6,115947
CC1G_11849,9,1.66,0.76,Chr_6,117663
CC1G_11856,8,1.55,0.63,Chr_6,131366
CC1G_11858,7,1.51,0.58,Chr_6,134900
CC1G_15505,6,1.55,0.52,Chr_6,146560
CC1G_12546,10,1.1,0.37,Chr_6,165603
CC1G_12547,11,0.79,0.26,Chr_6,167444
CC1G_12549,11,0.7,0.25,Chr_6,169112
CC1G_12550,12,0.89,0.3,Chr_6,170473
CC1G_12552,12,0.8,0.27,Chr_6,175897
CC1G_12555,13,1.01,0.4,Chr_6,183207
CC1G_12557,14,1.24,0.45,Chr_6,187343
CC1G_12558,14,1.16,0.42,Chr_6,188174
CC1G_12559,14,1.19,0.44,Chr_6,189110
CC1G_12560,14,1.24,0.45,Chr_6,190075
CC1G_12561,13,1.33,0.49,Chr_6,191573
CC1G_12562,11,1.06,0.42,Chr_6,194127
CC1G_12101,10,0.99,0.39,Chr_6,195771
CC1G_12103,9,0.82,0.28,Chr_6,204316
CC1G_15507,8,0.65,0.3,Chr_6,211131
CC1G_15511,4,1.33,0.57,Chr_6,253333
CC1G_12736,5,0.65,0.33,Chr_6,257431
CC1G_12739,5,0.92,0.4,Chr_6,266588
CC1G_11944,5,1.19,0.55,Chr_6,274718
CC1G_11946,5,1.12,0.51,Chr_6,277509
CC1G_11947,4,1.33,0.57,Chr_6,279926
CC1G_11963,3,1.33,0.69,Chr_6,313951
CC1G_15513,4,1.92,0.81,Chr_6,316232
CC1G_12981,6,1.47,0.56,Chr_6,326418
CC1G_12984,9,1.81,0.73,Chr_6,336431
CC1G_12986,10,1.81,0.79,Chr_6,340689
CC1G_13531,9,2.09,0.87,Chr_6,345030
CC1G_15521,9,2.41,1,Chr_6,348543
CC1G_13089,8,2.16,0.86,Chr_6,352404
CC1G_13090,8,2.19,0.9,Chr_6,355384
CC1G_13091,8,2.11,0.82,Chr_6,358523
CC1G_15523,7,2.25,0.89,Chr_6,362225
CC1G_15524,7,2.3,0.87,Chr_6,364205
CC1G_08662,3,2.4,1.06,Chr_6,399345
CC1G_08665,3,2.49,1.09,Chr_6,404699
CC1G_08666,3,2.8,1.11,Chr_6,407344
CC1G_08667,3,2.73,1.14,Chr_6,409753
CC1G_08677,3,1.14,0.35,Chr_6,447989
CC1G_08679,3,1.33,0.44,Chr_6,452401
CC1G_08683,5,1.68,0.7,Chr_6,465474
CC1G_08684,5,1.54,0.63,Chr_6,467807
CC1G_08689,4,1.59,0.75,Chr_6,477900
CC1G_08690,4,1.52,0.71,Chr_6,482164
CC1G_15533,6,2.28,0.93,Chr_6,499292
CC1G_08701,6,2.41,0.69,Chr_6,513618
CC1G_08702,6,2.48,0.79,Chr_6,514825
CC1G_15536,6,2.27,0.72,Chr_6,517422
CC1G_15537,6,2.36,0.67,Chr_6,518788
CC1G_08706,6,2.47,0.78,Chr_6,531768
CC1G_08707,6,2.46,0.77,Chr_6,532845
CC1G_06909,3,2.42,0.58,Chr_6,555839
CC1G_06911,1,2.61,0.89,Chr_6,561829
CC1G_06944,4,1.57,0.98,Chr_6,655027
CC1G_06945,4,2.18,0.95,Chr_6,662004
CC1G_06946,4,1.85,0.8,Chr_6,663697
CC1G_06947,4,2.31,1.19,Chr_6,666181
CC1G_06952,5,1.82,0.72,Chr_6,679147
CC1G_06959,1,2.13,1.33,Chr_6,693547
CC1G_06967,1,1.63,0.25,Chr_6,723248
CC1G_06971,3,1.29,0.74,Chr_6,733144
CC1G_13523,6,2.14,0.75,Chr_6,755045
CC1G_15549,6,1.82,0.56,Chr_6,757950
CC1G_12474,5,1.93,0.74,Chr_6,764438
CC1G_15553,5,1.69,0.62,Chr_6,767873
CC1G_15554,5,1.7,0.74,Chr_6,776953
CC1G_15555,5,1.81,0.66,Chr_6,777554
CC1G_11441,4,2.02,0.73,Chr_6,811052
CC1G_11442,4,2.08,0.76,Chr_6,812996
CC1G_11443,5,2.37,0.82,Chr_6,815071
CC1G_11444,6,2.42,0.83,Chr_6,818643
CC1G_11447,7,2.25,0.87,Chr_6,822876
CC1G_11455,9,1.8,0.64,Chr_6,838656
CC1G_11456,8,1.96,0.65,Chr_6,842192
CC1G_11457,7,2,0.57,Chr_6,843781
CC1G_11459,6,1.96,0.67,Chr_6,848351
CC1G_11463,8,1.85,0.71,Chr_6,858211
CC1G_11464,8,1.95,0.75,Chr_6,860619
CC1G_15561,8,1.92,0.74,Chr_6,861483
CC1G_12946,8,1.99,0.64,Chr_6,874799
CC1G_15565,10,1.69,0.59,Chr_6,880817
CC1G_12951,8,1.94,0.77,Chr_6,888601
CC1G_12953,8,2,0.8,Chr_6,892322
CC1G_13127,8,1.85,0.81,Chr_6,894626
CC1G_13128,8,1.76,0.82,Chr_6,897527
CC1G_15567,8,1.96,0.72,Chr_6,900104
CC1G_15568,9,2.4,0.95,Chr_6,904034
CC1G_13133,8,2.16,0.77,Chr_6,906010
CC1G_09826,4,2.01,0.97,Chr_6,923395
CC1G_09828,3,1.11,0.61,Chr_6,926972
CC1G_09836,3,1.64,0.86,Chr_6,956746
CC1G_15570,4,1.87,0.64,Chr_6,967327
CC1G_09840,5,2.24,0.81,Chr_6,971606
CC1G_09841,6,2.12,0.74,Chr_6,975601
CC1G_09846,6,1.98,0.74,Chr_6,987331
CC1G_09851,6,1.88,0.8,Chr_6,995623
CC1G_09852,6,2.36,0.81,Chr_6,997914
CC1G_09858,6,2.39,0.81,Chr_6,1011909
CC1G_15574,5,2.67,0.71,Chr_6,1017773
CC1G_15575,4,2.47,0.94,Chr_6,1020646
CC1G_10304,3,2.84,1.08,Chr_6,1032889
CC1G_10318,1,1.95,0.68,Chr_6,1063141
CC1G_10321,1,1.96,0.49,Chr_6,1069885
CC1G_10332,2,3.26,0.64,Chr_6,1100983
CC1G_10333,2,2.7,0.46,Chr_6,1102797
CC1G_15580,3,2.25,0.85,Chr_6,1120004
CC1G_10342,2,2.72,0.28,Chr_6,1130625
CC1G_11975,2,2.04,0.88,Chr_6,1148959
CC1G_11980,1,2.07,0.31,Chr_6,1160657
CC1G_09496,3,2.7,0.73,Chr_6,1187177
CC1G_09500,5,2.06,0.51,Chr_6,1200333
CC1G_09502,5,1.96,0.63,Chr_6,1204703
CC1G_09503,5,2.49,0.66,Chr_6,1209561
CC1G_15587,4,2.42,0.63,Chr_6,1217043
CC1G_09507,4,2.35,0.69,Chr_6,1220286
CC1G_09526,4,1.47,0.4,Chr_6,1279515
CC1G_09530,5,1.53,0.5,Chr_6,1286730
CC1G_09531,5,1.14,0.41,Chr_6,1288534
CC1G_09533,5,1.17,0.34,Chr_6,1291523
CC1G_09537,7,1.2,0.38,Chr_6,1301595
CC1G_09539,7,1.14,0.33,Chr_6,1309480
CC1G_09541,5,0.82,0.25,Chr_6,1316879
CC1G_13301,6,0.99,0.32,Chr_6,1320906
CC1G_13136,6,1.26,0.42,Chr_6,1329707
CC1G_13139,6,1.34,0.57,Chr_6,1335400
CC1G_07491,5,1.25,0.52,Chr_6,1345791
CC1G_07494,5,1.2,0.5,Chr_6,1353296
CC1G_07495,4,1.62,0.55,Chr_6,1355504
CC1G_07503,3,2.38,0.89,Chr_6,1372526
CC1G_07508,2,1.27,0.28,Chr_6,1386175
CC1G_07517,6,1.7,0.51,Chr_6,1409991
CC1G_07519,7,1.43,0.36,Chr_6,1418481
CC1G_07520,8,1.72,0.44,Chr_6,1421933
CC1G_07521,8,1.54,0.37,Chr_6,1426508
CC1G_07522,9,1.65,0.44,Chr_6,1428542
CC1G_07523,9,1.63,0.48,Chr_6,1431312
CC1G_07524,8,1.56,0.45,Chr_6,1435260
CC1G_07525,8,1.78,0.52,Chr_6,1439346
CC1G_07526,10,1.66,0.42,Chr_6,1443514
CC1G_07528,8,1.79,0.36,Chr_6,1452287
CC1G_15596,4,1.99,0.48,Chr_6,1465169
CC1G_07531,4,1.83,0.42,Chr_6,1467280
CC1G_07532,4,2.22,0.51,Chr_6,1468146
CC1G_07541,6,1.89,0.61,Chr_6,1494790
CC1G_15598,7,1.74,0.55,Chr_6,1497495
CC1G_15600,7,1.73,0.48,Chr_6,1500686
CC1G_07545,7,1.77,0.59,Chr_6,1506148
CC1G_15601,7,1.61,0.51,Chr_6,1510040
CC1G_15602,8,1.27,0.44,Chr_6,1512013
CC1G_15603,8,1.31,0.46,Chr_6,1514167
CC1G_07550,8,1.71,0.56,Chr_6,1521099
CC1G_11286,7,2.86,0.65,Chr_6,1536870
CC1G_11283,7,2.31,0.48,Chr_6,1544978
CC1G_11279,6,2.49,0.6,Chr_6,1555523
CC1G_15606,7,1.87,0.56,Chr_6,1558095
CC1G_11278,7,2.45,0.57,Chr_6,1560117
CC1G_11275,6,3,0.73,Chr_6,1566447
CC1G_11274,7,2.58,0.65,Chr_6,1568930
CC1G_11270,6,2.68,0.62,Chr_6,1580994
CC1G_15607,3,1.98,0.65,Chr_6,1591957
CC1G_11263,3,1.2,0.4,Chr_6,1604844
CC1G_15608,3,2.29,0.76,Chr_6,1621893
CC1G_09490,4,0.98,0.44,Chr_6,1632066
CC1G_09484,4,0.92,0.3,Chr_6,1644016
CC1G_09480,6,2.18,0.65,Chr_6,1655217
CC1G_09479,6,2.21,0.62,Chr_6,1656881
CC1G_09474,5,1.48,0.58,Chr_6,1670112
CC1G_09472,6,1.47,0.47,Chr_6,1674426
CC1G_09470,7,1.59,0.58,Chr_6,1678542
CC1G_09469,5,2.15,0.61,Chr_6,1683176
CC1G_09466,7,1.33,0.48,Chr_6,1697924
CC1G_09464,6,0.91,0.32,Chr_6,1702020
CC1G_09461,8,1.35,0.58,Chr_6,1713235
CC1G_09460,8,1.36,0.58,Chr_6,1715988
CC1G_09459,9,1.42,0.6,Chr_6,1719127
CC1G_09456,8,1.23,0.58,Chr_6,1727787
CC1G_09455,9,1.2,0.6,Chr_6,1732118
CC1G_09454,10,1.18,0.57,Chr_6,1735603
CC1G_09453,11,1.04,0.53,Chr_6,1737517
CC1G_09451,9,1.31,0.66,Chr_6,1743787
CC1G_09450,9,1.43,0.61,Chr_6,1745532
CC1G_15613,11,1.39,0.62,Chr_6,1755086
CC1G_15614,10,1.24,0.55,Chr_6,1758047
CC1G_15615,9,1.38,0.61,Chr_6,1761959
CC1G_15617,7,0.92,0.49,Chr_6,1769201
CC1G_15618,6,0.82,0.35,Chr_6,1771062
CC1G_15619,6,0.91,0.37,Chr_6,1773515
CC1G_13071,6,0.77,0.26,Chr_6,1776724
CC1G_07273,4,0.84,0.38,Chr_6,1822532
CC1G_07272,4,1.66,0.64,Chr_6,1829835
CC1G_07270,4,1.69,0.59,Chr_6,1833354
CC1G_07269,5,1.77,0.67,Chr_6,1837738
CC1G_07265,7,1.72,0.68,Chr_6,1843567
CC1G_07260,8,0.97,0.38,Chr_6,1861490
CC1G_07259,7,1.12,0.39,Chr_6,1862914
CC1G_07258,7,1.08,0.44,Chr_6,1864746
CC1G_15626,8,1.32,0.44,Chr_6,1870229
CC1G_15627,8,1.29,0.41,Chr_6,1871044
CC1G_07254,9,1.3,0.47,Chr_6,1874763
CC1G_15629,14,1.14,0.44,Chr_6,1884018
CC1G_07247,14,1.33,0.46,Chr_6,1892805
CC1G_07246,14,1.22,0.46,Chr_6,1893721
CC1G_07245,14,1.5,0.44,Chr_6,1897590
CC1G_07244,13,1.56,0.47,Chr_6,1899973
CC1G_07243,13,1.55,0.49,Chr_6,1901289
CC1G_07241,13,1.54,0.47,Chr_6,1902507
CC1G_07240,13,1.61,0.51,Chr_6,1904044
CC1G_07238,13,1.61,0.5,Chr_6,1907632
CC1G_07237,12,1.46,0.47,Chr_6,1910386
CC1G_07236,13,1.46,0.45,Chr_6,1911411
CC1G_07233,13,1.39,0.43,Chr_6,1914789
CC1G_07232,12,1.57,0.57,Chr_6,1919466
CC1G_07231,12,1.6,0.55,Chr_6,1921604
CC1G_07227,10,1.71,0.35,Chr_6,1935832
CC1G_07225,8,1.47,0.19,Chr_6,1939984
CC1G_07224,7,1.67,0.48,Chr_6,1946616
CC1G_07223,7,2.02,0.5,Chr_6,1951426
CC1G_07221,7,2.01,0.49,Chr_6,1953528
CC1G_07220,7,2.03,0.5,Chr_6,1954827
CC1G_07219,8,1.68,0.47,Chr_6,1960775
CC1G_15631,8,1.58,0.25,Chr_6,1970829
CC1G_07213,6,2.22,0.66,Chr_6,1981859
CC1G_07212,7,2.01,0.79,Chr_6,1987003
CC1G_07211,8,1.98,0.72,Chr_6,1990506
CC1G_07209,9,1.8,0.64,Chr_6,2001300
CC1G_07207,9,1.63,0.55,Chr_6,2005069
CC1G_15633,8,1.51,0.49,Chr_6,2009000
CC1G_15634,8,1.58,0.62,Chr_6,2010608
CC1G_07205,7,1.51,0.64,Chr_6,2014005
CC1G_07204,6,1.58,0.66,Chr_6,2015624
CC1G_07203,6,1.56,0.58,Chr_6,2017598
CC1G_13484,2,2.81,0.82,Chr_7,471
CC1G_10169,4,1.25,0.56,Chr_7,14297
CC1G_10168,5,1.9,0.69,Chr_7,15867
CC1G_10163,4,2.21,0.75,Chr_7,27277
CC1G_10158,4,2.38,0.81,Chr_7,38124
CC1G_10157,3,1.46,0.69,Chr_7,39637
CC1G_10145,5,2.3,0.91,Chr_7,97365
CC1G_10144,5,2.89,0.93,Chr_7,98843
CC1G_10141,5,2.88,0.82,Chr_7,106211
CC1G_10140,5,2.76,0.91,Chr_7,110236
CC1G_14749,5,3.07,0.82,Chr_7,112591
CC1G_14750,5,2.95,0.77,Chr_7,121994
CC1G_10366,5,1.63,0.39,Chr_7,158150
CC1G_10363,7,1.84,0.49,Chr_7,162619
CC1G_10362,7,1.47,0.46,Chr_7,165077
CC1G_10360,9,1.77,0.59,Chr_7,170322
CC1G_10359,9,1.67,0.58,Chr_7,171882
CC1G_10358,10,1.76,0.6,Chr_7,175923
CC1G_10356,9,1.7,0.6,Chr_7,183294
CC1G_10354,10,1.82,0.72,Chr_7,185967
CC1G_10352,9,1.82,0.69,Chr_7,190860
CC1G_10351,10,1.88,0.63,Chr_7,193106
CC1G_14752,8,1.85,0.7,Chr_7,198268
CC1G_10347,7,1.93,0.7,Chr_7,208606
CC1G_10346,9,2.18,0.96,Chr_7,214234
CC1G_10345,8,2.28,0.95,Chr_7,217496
CC1G_09777,7,2.32,0.81,Chr_7,226799
CC1G_09773,6,2.25,0.68,Chr_7,234680
CC1G_09771,7,2.32,0.76,Chr_7,236860
CC1G_09770,7,2.38,0.75,Chr_7,238832
CC1G_09769,6,2.35,0.94,Chr_7,246042
CC1G_09765,6,1.96,0.83,Chr_7,259968
CC1G_09761,6,1.43,0.57,Chr_7,267426
CC1G_09756,7,1.24,0.51,Chr_7,277119
CC1G_09752,8,1.43,0.62,Chr_7,283797
CC1G_09750,8,1.08,0.51,Chr_7,288273
CC1G_09748,9,1.32,0.62,Chr_7,290884
CC1G_09746,9,1.02,0.45,Chr_7,296906
CC1G_14760,10,1.28,0.55,Chr_7,301769
CC1G_09743,9,1.1,0.45,Chr_7,305259
CC1G_09739,8,1.2,0.5,Chr_7,312473
CC1G_09738,7,0.94,0.36,Chr_7,314065
CC1G_14763,8,1.32,0.58,Chr_7,321191
CC1G_09734,7,1.29,0.57,Chr_7,323949
CC1G_14765,9,1.41,0.43,Chr_7,343925
CC1G_10458,9,1.28,0.4,Chr_7,345499
CC1G_10455,7,1.48,0.49,Chr_7,350862
CC1G_10454,8,1.4,0.53,Chr_7,353535
CC1G_10453,8,1.31,0.49,Chr_7,356340
CC1G_10452,9,1.39,0.5,Chr_7,360303
CC1G_10451,9,1.33,0.42,Chr_7,361764
CC1G_10449,10,1.55,0.55,Chr_7,364930
CC1G_10446,10,1.4,0.42,Chr_7,377190
CC1G_10443,9,1.33,0.49,Chr_7,384213
CC1G_10442,7,1.15,0.38,Chr_7,387343
CC1G_10441,7,1.21,0.47,Chr_7,391855
CC1G_10439,8,1.58,0.46,Chr_7,396218
CC1G_10438,9,1.83,0.48,Chr_7,398054
CC1G_10434,8,1.76,0.41,Chr_7,408213
CC1G_10432,7,1.72,0.37,Chr_7,412766
CC1G_10429,6,1.42,0.36,Chr_7,418749
CC1G_10428,5,1.27,0.3,Chr_7,422171
CC1G_03929,6,2.14,0.32,Chr_7,433891
CC1G_03934,7,1.79,0.39,Chr_7,455699
CC1G_03935,8,1.72,0.43,Chr_7,456940
CC1G_03936,8,1.68,0.45,Chr_7,458719
CC1G_03937,8,1.96,0.44,Chr_7,461664
CC1G_03940,8,2.15,0.48,Chr_7,468086
CC1G_03941,8,1.87,0.43,Chr_7,471659
CC1G_03943,9,1.96,0.37,Chr_7,475153
CC1G_03945,8,2.07,0.42,Chr_7,481899
CC1G_03946,6,2.01,0.56,Chr_7,485644
CC1G_03949,3,2.4,0.72,Chr_7,497255
CC1G_03959,7,2.18,0.59,Chr_7,526120
CC1G_03960,7,2.1,0.61,Chr_7,527352
CC1G_03961,7,2.2,0.61,Chr_7,528744
CC1G_03963,8,1.9,0.46,Chr_7,530181
CC1G_14773,9,1.86,0.56,Chr_7,535135
CC1G_14774,11,1.73,0.52,Chr_7,539091
CC1G_03968,12,1.44,0.51,Chr_7,546779
CC1G_03969,13,1.7,0.51,Chr_7,550719
CC1G_03971,10,1.77,0.52,Chr_7,554355
CC1G_03972,10,1.58,0.38,Chr_7,558172
CC1G_14776,10,1.75,0.46,Chr_7,562181
CC1G_03974,10,1.73,0.48,Chr_7,563943
CC1G_03976,10,1.75,0.54,Chr_7,571595
CC1G_03977,9,1.41,0.55,Chr_7,574211
CC1G_03981,8,1.39,0.55,Chr_7,582966
CC1G_14777,7,1.08,0.44,Chr_7,586255
CC1G_03986,5,1.35,0.42,Chr_7,591594
CC1G_03990,6,2.6,0.91,Chr_7,600508
CC1G_14780,3,2.23,0.7,Chr_7,617197
CC1G_14781,3,1.68,0.49,Chr_7,620342
CC1G_03999,3,2.3,0.64,Chr_7,622114
CC1G_14785,3,0.9,0.27,Chr_7,651796
CC1G_14786,3,0.74,0.36,Chr_7,654090
CC1G_04009,4,1,0.38,Chr_7,662657
CC1G_04013,5,1.52,0.46,Chr_7,676793
CC1G_04014,3,1.24,0.27,Chr_7,679826
CC1G_04018,4,0.6,0.21,Chr_7,693570
CC1G_04024,3,1.53,0.38,Chr_7,711509
CC1G_14789,3,1.62,0.41,Chr_7,713364
CC1G_04027,2,1,0.4,Chr_7,718848
CC1G_04037,2,1.48,0.4,Chr_7,757428
CC1G_14793,2,1.78,0.47,Chr_7,759644
CC1G_04043,2,1.92,0.53,Chr_7,770836
CC1G_09863,3,2.15,0.79,Chr_7,799296
CC1G_09864,3,1.92,0.59,Chr_7,800713
CC1G_09868,3,1.86,0.51,Chr_7,811148
CC1G_14794,4,2,0.6,Chr_7,819642
CC1G_09877,3,1.98,0.58,Chr_7,837215
CC1G_09881,3,1.94,0.7,Chr_7,846894
CC1G_09883,5,2.1,0.82,Chr_7,852162
CC1G_14797,6,1.96,0.69,Chr_7,862467
CC1G_09889,6,2.13,0.88,Chr_7,872001
CC1G_09890,6,2.19,0.8,Chr_7,875099
CC1G_09893,5,2.25,0.94,Chr_7,882408
CC1G_09894,5,2.26,0.92,Chr_7,884655
CC1G_14800,5,1.89,0.85,Chr_7,888376
CC1G_00744,3,2.36,0.91,Chr_7,910443
CC1G_00745,2,1.9,0.84,Chr_7,913618
CC1G_00749,2,1.9,1.12,Chr_7,922936
CC1G_00768,1,3.03,1.28,Chr_7,976273
CC1G_00775,3,2.19,1.06,Chr_7,996592
CC1G_00780,5,2.95,0.79,Chr_7,1013054
CC1G_00783,5,3.13,0.84,Chr_7,1019533
CC1G_00786,6,2.64,0.85,Chr_7,1025298
CC1G_00788,6,2.69,0.93,Chr_7,1029059
CC1G_00790,6,2.2,0.83,Chr_7,1036096
CC1G_00793,5,3.23,0.78,Chr_7,1047476
CC1G_00794,5,3.19,0.9,Chr_7,1049068
CC1G_00799,2,1.88,1.06,Chr_7,1069961
CC1G_14817,2,1.06,0.37,Chr_7,1095488
CC1G_00807,2,1.87,0.79,Chr_7,1099071
CC1G_00812,2,1.12,0.56,Chr_7,1118848
CC1G_00834,1,2.8,1.25,Chr_7,1179146
CC1G_00839,2,2.5,0.61,Chr_7,1189642
CC1G_00842,2,2.32,1.05,Chr_7,1205685
CC1G_00847,2,2.9,0.88,Chr_7,1223094
CC1G_00852,4,2.4,1.03,Chr_7,1239924
CC1G_00854,4,2.7,1.14,Chr_7,1252050
CC1G_00855,4,2.9,1.06,Chr_7,1253985
CC1G_00857,4,2.45,0.92,Chr_7,1258861
CC1G_00859,3,2.59,1.09,Chr_7,1266827
CC1G_00873,3,2.54,0.81,Chr_7,1304231
CC1G_00877,3,2.53,0.89,Chr_7,1309833
CC1G_00878,3,2.39,0.8,Chr_7,1312330
CC1G_14829,3,2.95,0.91,Chr_7,1325891
CC1G_00900,1,1.53,0.43,Chr_7,1386898
CC1G_00902,1,3.01,0.53,Chr_7,1390955
CC1G_00914,1,2.45,0.75,Chr_7,1425729
CC1G_00915,2,2.92,0.98,Chr_7,1429222
CC1G_00923,3,2.72,0.91,Chr_7,1452004
CC1G_00928,3,2.62,0.85,Chr_7,1467759
CC1G_00931,3,2.55,0.87,Chr_7,1474097
CC1G_00933,2,2.86,1,Chr_7,1479977
CC1G_00945,3,2.28,0.72,Chr_7,1505861
CC1G_14835,4,1.89,0.47,Chr_7,1511079
CC1G_00950,5,1.02,0.37,Chr_7,1526584
CC1G_14837,5,1.95,0.59,Chr_7,1530004
CC1G_00953,4,1.71,0.54,Chr_7,1535838
CC1G_00954,3,1.55,0.36,Chr_7,1537426
CC1G_00962,2,2.42,0.6,Chr_7,1563317
CC1G_00966,2,2.96,0.8,Chr_7,1572233
CC1G_00973,3,3.06,1.06,Chr_7,1587338
CC1G_00978,2,2.7,0.72,Chr_7,1598363
CC1G_00990,5,2.56,1.03,Chr_7,1620560
CC1G_00997,5,2.57,1.07,Chr_7,1632600
CC1G_00998,5,2.59,1.1,Chr_7,1634474
CC1G_01001,5,2.27,1.13,Chr_7,1638075
CC1G_01003,5,2.4,1.09,Chr_7,1641689
CC1G_01004,4,2.39,0.97,Chr_7,1645918
CC1G_14845,2,2.88,0.69,Chr_7,1681434
