model1	model2	ds	dn	dsdn
Ccin:CC1G_01947T0	Ccin:CC1G_04863T0	NA	1.03	NA
Ccin:CC1G_08377T0	Ccin:CC1G_04863T0	NA	0.48	NA
Ccin:CC1G_02717T0	Ccin:CC1G_07989T0	NA	0.59	NA
Ccin:CC1G_07983T0	Ccin:CC1G_07989T0	1.07	0.17	6.19
Ccin:CC1G_01947T0	Ccin:CC1G_03309T0	NA	1.07	NA
Ccin:CC1G_09366T0	Ccin:CC1G_10428T0	NA	0.55	NA
Ccin:CC1G_08377T0	Ccin:CC1G_03309T0	NA	0.74	NA
Ccin:CC1G_04863T0	Ccin:CC1G_03309T0	3.35	1.01	3.32
Ccin:CC1G_04864T0	Ccin:CC1G_03384T0	3.47	0.67	5.19
Ccin:CC1G_01947T0	Ccin:CC1G_03384T0	3.87	1.04	3.71
Ccin:CC1G_09366T0	Ccin:CC1G_03555T0	1.92	0.51	3.77
Ccin:CC1G_08377T0	Ccin:CC1G_03384T0	NA	0.75	NA
Ccin:CC1G_04863T0	Ccin:CC1G_03384T0	NA	0.63	NA
Ccin:CC1G_03309T0	Ccin:CC1G_03384T0	NA	0.84	NA
Ccin:CC1G_06679T0	Ccin:CC1G_11068T0	NA	0.63	NA
Ccin:CC1G_04864T0	Ccin:CC1G_03310T0	NA	0.56	NA
Ccin:CC1G_01947T0	Ccin:CC1G_03310T0	NA	1.01	NA
Ccin:CC1G_08377T0	Ccin:CC1G_03310T0	NA	1.00	NA
Ccin:CC1G_05403T0	Ccin:CC1G_04698T0	2.38	1.53	1.56
Ccin:CC1G_04863T0	Ccin:CC1G_03310T0	3.93	1.08	3.64
Ccin:CC1G_15784T0	Ccin:CC1G_04698T0	3.51	1.04	3.38
Ccin:CC1G_03309T0	Ccin:CC1G_03310T0	NA	1.00	NA
Ccin:CC1G_04811T0	Ccin:CC1G_04698T0	NA	1.10	NA
Ccin:CC1G_03384T0	Ccin:CC1G_03310T0	NA	0.88	NA
Ccin:CC1G_01969T0	Ccin:CC1G_11823T0	2.36	1.14	2.08
Ccin:CC1G_05419T0	Ccin:CC1G_04698T0	2.86	1.39	2.06
Ccin:CC1G_01969T0	Ccin:CC1G_04764T0	1.58	0.64	2.47
Ccin:CC1G_05416T0	Ccin:CC1G_04698T0	3.58	1.60	2.23
Ccin:CC1G_11823T0	Ccin:CC1G_04764T0	1.80	0.45	3.99
Ccin:CC1G_02261T0	Ccin:CC1G_04698T0	2.75	0.90	3.06
Ccin:CC1G_10472T0	Ccin:CC1G_06254T0	3.25	1.22	2.65
Ccin:CC1G_08645T0	Ccin:CC1G_04698T0	2.95	0.59	5.03
Ccin:CC1G_04914T0	Ccin:CC1G_04937T0	2.73	0.46	5.94
Ccin:CC1G_04914T0	Ccin:CC1G_04949T0	NA	0.92	NA
Ccin:CC1G_08628T0	Ccin:CC1G_04698T0	NA	0.43	NA
Ccin:CC1G_04937T0	Ccin:CC1G_04949T0	2.08	0.89	2.34
Ccin:CC1G_08624T0	Ccin:CC1G_04698T0	NA	0.57	NA
Ccin:CC1G_04914T0	Ccin:CC1G_03612T0	2.36	1.70	1.39
Ccin:CC1G_04937T0	Ccin:CC1G_03612T0	2.27	1.64	1.38
Ccin:CC1G_02717T0	Ccin:CC1G_04698T0	NA	0.59	NA
Ccin:CC1G_04949T0	Ccin:CC1G_03612T0	2.83	1.36	2.07
Ccin:CC1G_06517T0	Ccin:CC1G_07664T0	NA	0.74	NA
Ccin:CC1G_10861T0	Ccin:CC1G_07713T0	4.00	0.76	5.28
Ccin:CC1G_06169T0	Ccin:CC1G_10405T0	NA	0.89	NA
Ccin:CC1G_06169T0	Ccin:CC1G_08018T0	NA	0.75	NA
Ccin:CC1G_10405T0	Ccin:CC1G_08018T0	2.53	0.53	4.81
Ccin:CC1G_06169T0	Ccin:CC1G_08011T0	NA	0.75	NA
Ccin:CC1G_06679T0	Ccin:CC1G_09420T0	NA	0.53	NA
Ccin:CC1G_10405T0	Ccin:CC1G_08011T0	2.75	0.46	5.94
Ccin:CC1G_08018T0	Ccin:CC1G_08011T0	NA	0.28	NA
Ccin:CC1G_04793T0	Ccin:CC1G_04747T0	3.12	1.39	2.24
Ccin:CC1G_06169T0	Ccin:CC1G_00550T0	NA	1.00	NA
Ccin:CC1G_04770T0	Ccin:CC1G_04747T0	NA	1.06	NA
Ccin:CC1G_10405T0	Ccin:CC1G_00550T0	2.76	0.94	2.96
Ccin:CC1G_07844T0	Ccin:CC1G_04747T0	NA	1.12	NA
Ccin:CC1G_08018T0	Ccin:CC1G_00550T0	NA	0.56	NA
Ccin:CC1G_02708T0	Ccin:CC1G_04747T0	NA	1.58	NA
Ccin:CC1G_08011T0	Ccin:CC1G_00550T0	NA	0.47	NA
Ccin:CC1G_05403T0	Ccin:CC1G_04747T0	1.96	1.61	1.22
Ccin:CC1G_02241T0	Ccin:CC1G_02240T0	2.31	1.78	1.29
Ccin:CC1G_01260T0	Ccin:CC1G_09546T0	2.80	1.09	2.58
Ccin:CC1G_15784T0	Ccin:CC1G_04747T0	2.77	1.05	2.63
Ccin:CC1G_01260T0	Ccin:CC1G_15788T0	NA	0.99	NA
Ccin:CC1G_04811T0	Ccin:CC1G_04747T0	NA	1.05	NA
Ccin:CC1G_09546T0	Ccin:CC1G_15788T0	2.18	0.89	2.46
Ccin:CC1G_05419T0	Ccin:CC1G_04747T0	2.48	1.47	1.69
Ccin:CC1G_05506T0	Ccin:CC1G_02318T0	NA	1.03	NA
Ccin:CC1G_05416T0	Ccin:CC1G_04747T0	NA	1.56	NA
Ccin:CC1G_05506T0	Ccin:CC1G_05632T0	1.58	0.79	1.99
Ccin:CC1G_02261T0	Ccin:CC1G_04747T0	3.62	0.97	3.75
Ccin:CC1G_02318T0	Ccin:CC1G_05632T0	NA	0.35	NA
Ccin:CC1G_05506T0	Ccin:CC1G_02465T0	2.09	1.16	1.80
Ccin:CC1G_08645T0	Ccin:CC1G_04747T0	2.63	0.64	4.12
Ccin:CC1G_02318T0	Ccin:CC1G_02465T0	NA	0.53	NA
Ccin:CC1G_05632T0	Ccin:CC1G_02465T0	2.11	0.49	4.33
Ccin:CC1G_05506T0	Ccin:CC1G_08860T0	3.07	1.24	2.48
Ccin:CC1G_02318T0	Ccin:CC1G_08860T0	NA	0.50	NA
Ccin:CC1G_05632T0	Ccin:CC1G_08860T0	2.48	0.49	5.09
Ccin:CC1G_02465T0	Ccin:CC1G_08860T0	2.08	0.26	7.91
Ccin:CC1G_07989T0	Ccin:CC1G_04747T0	2.28	0.55	4.11
Ccin:CC1G_01086T0	Ccin:CC1G_05854T0	NA	1.10	NA
Ccin:CC1G_06710T0	Ccin:CC1G_09530T0	1.99	1.04	1.91
Ccin:CC1G_04698T0	Ccin:CC1G_04747T0	2.57	0.60	4.31
Ccin:CC1G_06710T0	Ccin:CC1G_08086T0	1.50	0.94	1.61
Ccin:CC1G_14544T0	Ccin:CC1G_14543T0	2.44	1.25	1.96
Ccin:CC1G_09530T0	Ccin:CC1G_08086T0	0.38	0.03	12.89
Ccin:CC1G_14544T0	Ccin:CC1G_08233T0	2.34	1.19	1.96
Ccin:CC1G_10972T0	Ccin:CC1G_07619T0	NA	1.28	NA
Ccin:CC1G_14543T0	Ccin:CC1G_08233T0	1.54	0.47	3.29
Ccin:CC1G_10972T0	Ccin:CC1G_06195T0	4.35	0.93	4.67
Ccin:CC1G_14544T0	Ccin:CC1G_12233T0	NA	1.21	NA
Ccin:CC1G_07619T0	Ccin:CC1G_06195T0	NA	1.23	NA
Ccin:CC1G_14543T0	Ccin:CC1G_12233T0	NA	1.35	NA
Ccin:CC1G_10972T0	Ccin:CC1G_06203T0	NA	1.09	NA
Ccin:CC1G_08233T0	Ccin:CC1G_12233T0	2.13	0.81	2.63
Ccin:CC1G_07619T0	Ccin:CC1G_06203T0	3.22	1.24	2.60
Ccin:CC1G_06195T0	Ccin:CC1G_06203T0	3.27	0.77	4.26
Ccin:CC1G_14544T0	Ccin:CC1G_12229T0	NA	1.23	NA
Ccin:CC1G_14543T0	Ccin:CC1G_12229T0	NA	0.58	NA
Ccin:CC1G_08233T0	Ccin:CC1G_12229T0	2.23	0.56	4.00
Ccin:CC1G_12233T0	Ccin:CC1G_12229T0	NA	0.82	NA
Ccin:CC1G_14544T0	Ccin:CC1G_02237T0	NA	1.14	NA
Ccin:CC1G_11068T0	Ccin:CC1G_14552T0	2.25	0.79	2.86
Ccin:CC1G_01659T0	Ccin:CC1G_05562T0	1.89	1.33	1.43
Ccin:CC1G_07944T0	Ccin:CC1G_05562T0	NA	1.35	NA
Ccin:CC1G_14543T0	Ccin:CC1G_15732T0	NA	0.49	NA
Ccin:CC1G_07952T0	Ccin:CC1G_05562T0	NA	1.29	NA
Ccin:CC1G_08233T0	Ccin:CC1G_15732T0	2.89	0.45	6.40
Ccin:CC1G_12233T0	Ccin:CC1G_15732T0	NA	0.87	NA
Ccin:CC1G_12229T0	Ccin:CC1G_15732T0	NA	0.57	NA
Ccin:CC1G_02237T0	Ccin:CC1G_15732T0	NA	0.54	NA
Ccin:CC1G_14544T0	Ccin:CC1G_05498T0	1.84	1.26	1.46
Ccin:CC1G_14543T0	Ccin:CC1G_05498T0	NA	0.42	NA
Ccin:CC1G_08233T0	Ccin:CC1G_05498T0	2.09	0.42	4.91
Ccin:CC1G_12233T0	Ccin:CC1G_05498T0	NA	0.88	NA
Ccin:CC1G_12229T0	Ccin:CC1G_05498T0	5.01	0.55	9.08
Ccin:CC1G_02237T0	Ccin:CC1G_05498T0	NA	0.55	NA
Ccin:CC1G_15732T0	Ccin:CC1G_05498T0	NA	0.22	NA
Ccin:CC1G_07092T0	Ccin:CC1G_00813T0	NA	0.94	NA
Ccin:CC1G_09340T0	Ccin:CC1G_04257T0	3.10	0.85	3.64
Ccin:CC1G_06771T0	Ccin:CC1G_04257T0	2.22	0.85	2.60
Ccin:CC1G_09314T0	Ccin:CC1G_04257T0	2.82	0.71	3.96
Ccin:CC1G_07092T0	Ccin:CC1G_00791T0	NA	0.99	NA
Ccin:CC1G_09340T0	Ccin:CC1G_02860T0	1.72	0.89	1.94
Ccin:CC1G_06771T0	Ccin:CC1G_02860T0	NA	0.85	NA
Ccin:CC1G_09314T0	Ccin:CC1G_02860T0	2.18	0.68	3.22
Ccin:CC1G_04257T0	Ccin:CC1G_02860T0	NA	0.69	NA
Ccin:CC1G_14543T0	Ccin:CC1G_02244T0	NA	0.52	NA
Ccin:CC1G_08233T0	Ccin:CC1G_02244T0	1.94	0.45	4.28
Ccin:CC1G_12233T0	Ccin:CC1G_02244T0	3.23	0.81	4.01
Ccin:CC1G_13252T0	Ccin:CC1G_13251T0	1.56	1.25	1.25
Ccin:CC1G_13197T0	Ccin:CC1G_13251T0	1.58	1.05	1.51
Ccin:CC1G_15732T0	Ccin:CC1G_02244T0	2.51	0.54	4.68
Ccin:CC1G_13197T0	Ccin:CC1G_03382T0	3.02	1.58	1.92
Ccin:CC1G_05498T0	Ccin:CC1G_02244T0	2.21	0.56	3.99
Ccin:CC1G_06649T0	Ccin:CC1G_02244T0	NA	0.51	NA
Ccin:CC1G_13251T0	Ccin:CC1G_03382T0	2.31	1.64	1.41
Ccin:CC1G_13252T0	Ccin:CC1G_05335T0	NA	1.18	NA
Ccin:CC1G_13197T0	Ccin:CC1G_05335T0	2.46	1.58	1.55
Ccin:CC1G_13251T0	Ccin:CC1G_05335T0	2.64	1.43	1.85
Ccin:CC1G_03382T0	Ccin:CC1G_05335T0	NA	1.07	NA
Ccin:CC1G_13252T0	Ccin:CC1G_00630T0	1.69	0.91	1.84
Ccin:CC1G_13197T0	Ccin:CC1G_00630T0	2.39	1.81	1.32
Ccin:CC1G_13251T0	Ccin:CC1G_00630T0	2.55	1.82	1.40
Ccin:CC1G_03382T0	Ccin:CC1G_00630T0	2.22	1.09	2.04
Ccin:CC1G_05335T0	Ccin:CC1G_00630T0	2.57	0.92	2.78
Ccin:CC1G_15732T0	Ccin:CC1G_07782T0	NA	0.36	NA
Ccin:CC1G_05498T0	Ccin:CC1G_07782T0	NA	0.37	NA
Ccin:CC1G_06649T0	Ccin:CC1G_07782T0	NA	0.54	NA
Ccin:CC1G_13251T0	Ccin:CC1G_09298T0	1.56	0.64	2.45
Ccin:CC1G_03382T0	Ccin:CC1G_09298T0	NA	1.32	NA
Ccin:CC1G_02244T0	Ccin:CC1G_07782T0	NA	0.55	NA
Ccin:CC1G_05335T0	Ccin:CC1G_09298T0	2.55	1.34	1.90
Ccin:CC1G_14750T0	Ccin:CC1G_10774T0	2.10	1.89	1.11
Ccin:CC1G_00630T0	Ccin:CC1G_09298T0	3.31	1.66	1.99
Ccin:CC1G_14750T0	Ccin:CC1G_09387T0	2.62	1.30	2.02
Ccin:CC1G_10774T0	Ccin:CC1G_09387T0	0.86	0.40	2.13
Ccin:CC1G_12424T0	Ccin:CC1G_10944T0	4.71	1.08	4.36
Ccin:CC1G_12424T0	Ccin:CC1G_01396T0	NA	1.08	NA
Ccin:CC1G_10944T0	Ccin:CC1G_01396T0	NA	1.15	NA
Ccin:CC1G_12424T0	Ccin:CC1G_10661T0	6.06	0.89	6.77
Ccin:CC1G_03382T0	Ccin:CC1G_08952T0	2.04	1.44	1.41
Ccin:CC1G_05335T0	Ccin:CC1G_08952T0	2.35	1.52	1.55
Ccin:CC1G_00630T0	Ccin:CC1G_08952T0	NA	1.46	NA
Ccin:CC1G_09298T0	Ccin:CC1G_08952T0	NA	1.10	NA
Ccin:CC1G_10661T0	Ccin:CC1G_10945T0	2.25	0.78	2.90
Ccin:CC1G_12424T0	Ccin:CC1G_07715T0	2.50	1.17	2.14
Ccin:CC1G_10944T0	Ccin:CC1G_07715T0	2.94	1.18	2.50
Ccin:CC1G_01396T0	Ccin:CC1G_07715T0	NA	1.16	NA
Ccin:CC1G_03382T0	Ccin:CC1G_03186T0	2.10	1.56	1.35
Ccin:CC1G_05335T0	Ccin:CC1G_03186T0	NA	1.89	NA
Ccin:CC1G_10661T0	Ccin:CC1G_07715T0	NA	0.97	NA
Ccin:CC1G_00630T0	Ccin:CC1G_03186T0	2.66	1.44	1.84
Ccin:CC1G_10945T0	Ccin:CC1G_07715T0	NA	0.94	NA
Ccin:CC1G_09298T0	Ccin:CC1G_03186T0	2.78	1.21	2.30
Ccin:CC1G_12424T0	Ccin:CC1G_07732T0	NA	0.99	NA
Ccin:CC1G_08952T0	Ccin:CC1G_03186T0	4.09	1.09	3.74
Ccin:CC1G_10944T0	Ccin:CC1G_07732T0	26.73	1.04	25.82
Ccin:CC1G_00834T0	Ccin:CC1G_08308T0	NA	0.85	NA
Ccin:CC1G_01396T0	Ccin:CC1G_07732T0	NA	1.01	NA
Ccin:CC1G_00834T0	Ccin:CC1G_06647T0	2.09	0.79	2.64
Ccin:CC1G_10661T0	Ccin:CC1G_07732T0	NA	1.12	NA
Ccin:CC1G_10945T0	Ccin:CC1G_07732T0	NA	0.81	NA
Ccin:CC1G_03449T0	Ccin:CC1G_02589T0	NA	0.78	NA
Ccin:CC1G_07715T0	Ccin:CC1G_07732T0	NA	0.70	NA
Ccin:CC1G_09244T0	Ccin:CC1G_02589T0	NA	0.46	NA
Ccin:CC1G_12424T0	Ccin:CC1G_07716T0	NA	0.99	NA
Ccin:CC1G_03449T0	Ccin:CC1G_02590T0	2.84	0.63	4.52
Ccin:CC1G_10944T0	Ccin:CC1G_07716T0	2.70	1.05	2.57
Ccin:CC1G_09244T0	Ccin:CC1G_02590T0	NA	0.63	NA
Ccin:CC1G_02589T0	Ccin:CC1G_02590T0	NA	0.60	NA
Ccin:CC1G_04392T0	Ccin:CC1G_03085T0	NA	0.79	NA
Ccin:CC1G_10661T0	Ccin:CC1G_07716T0	NA	1.02	NA
Ccin:CC1G_04392T0	Ccin:CC1G_00361T0	3.18	0.73	4.35
Ccin:CC1G_10945T0	Ccin:CC1G_07716T0	2.24	0.98	2.28
Ccin:CC1G_03085T0	Ccin:CC1G_00361T0	NA	0.48	NA
Ccin:CC1G_07715T0	Ccin:CC1G_07716T0	2.65	0.72	3.67
Ccin:CC1G_03085T0	Ccin:CC1G_03713T0	NA	0.51	NA
Ccin:CC1G_00361T0	Ccin:CC1G_03713T0	NA	0.30	NA
Ccin:CC1G_05502T0	Ccin:CC1G_11437T0	2.56	0.47	5.41
Ccin:CC1G_07639T0	Ccin:CC1G_03523T0	0.43	0.02	17.11
Ccin:CC1G_01360T0	Ccin:CC1G_01366T0	2.99	1.18	2.53
Ccin:CC1G_01360T0	Ccin:CC1G_01933T0	3.06	1.25	2.45
Ccin:CC1G_01366T0	Ccin:CC1G_01933T0	NA	0.52	NA
Ccin:CC1G_01360T0	Ccin:CC1G_04548T0	2.13	1.31	1.62
Ccin:CC1G_01366T0	Ccin:CC1G_04548T0	NA	0.48	NA
Ccin:CC1G_01933T0	Ccin:CC1G_04548T0	NA	0.47	NA
Ccin:CC1G_07958T0	Ccin:CC1G_00416T0	NA	1.15	NA
Ccin:CC1G_07958T0	Ccin:CC1G_01756T0	NA	0.82	NA
Ccin:CC1G_00416T0	Ccin:CC1G_01756T0	NA	0.71	NA
Ccin:CC1G_04516T0	Ccin:CC1G_04862T0	2.38	0.88	2.69
Ccin:CC1G_04516T0	Ccin:CC1G_04876T0	1.08	1.02	1.07
Ccin:CC1G_04862T0	Ccin:CC1G_04876T0	2.80	0.24	11.57
Ccin:CC1G_14118T0	Ccin:CC1G_14115T0	NA	0.86	NA
Ccin:CC1G_00035T0	Ccin:CC1G_11386T0	2.33	1.18	1.96
Ccin:CC1G_14118T0	Ccin:CC1G_04670T0	NA	0.69	NA
Ccin:CC1G_05372T0	Ccin:CC1G_11386T0	2.97	1.44	2.07
Ccin:CC1G_14115T0	Ccin:CC1G_04670T0	NA	0.60	NA
Ccin:CC1G_14118T0	Ccin:CC1G_04642T0	3.23	0.78	4.15
Ccin:CC1G_14115T0	Ccin:CC1G_04642T0	NA	0.62	NA
Ccin:CC1G_04670T0	Ccin:CC1G_04642T0	6.25	0.53	11.76
Ccin:CC1G_14118T0	Ccin:CC1G_14116T0	NA	0.74	NA
Ccin:CC1G_14115T0	Ccin:CC1G_14116T0	2.32	0.64	3.65
Ccin:CC1G_00035T0	Ccin:CC1G_04228T0	NA	1.26	NA
Ccin:CC1G_04670T0	Ccin:CC1G_14116T0	NA	0.52	NA
Ccin:CC1G_04642T0	Ccin:CC1G_14116T0	3.49	0.55	6.35
Ccin:CC1G_05372T0	Ccin:CC1G_04228T0	3.93	1.59	2.47
Ccin:CC1G_14118T0	Ccin:CC1G_04658T0	NA	0.72	NA
Ccin:CC1G_08523T0	Ccin:CC1G_04228T0	3.60	1.05	3.42
Ccin:CC1G_14115T0	Ccin:CC1G_04658T0	NA	0.70	NA
Ccin:CC1G_11386T0	Ccin:CC1G_04228T0	NA	1.08	NA
Ccin:CC1G_04670T0	Ccin:CC1G_04658T0	NA	0.57	NA
Ccin:CC1G_04642T0	Ccin:CC1G_04658T0	NA	0.68	NA
Ccin:CC1G_01097T0	Ccin:CC1G_04230T0	2.64	0.90	2.92
Ccin:CC1G_14116T0	Ccin:CC1G_04658T0	NA	0.63	NA
Ccin:CC1G_10295T0	Ccin:CC1G_04230T0	3.39	1.54	2.20
Ccin:CC1G_14118T0	Ccin:CC1G_02385T0	NA	0.80	NA
Ccin:CC1G_00035T0	Ccin:CC1G_04230T0	NA	1.30	NA
Ccin:CC1G_14115T0	Ccin:CC1G_02385T0	NA	0.79	NA
Ccin:CC1G_05372T0	Ccin:CC1G_04230T0	NA	1.66	NA
Ccin:CC1G_04670T0	Ccin:CC1G_02385T0	NA	0.73	NA
Ccin:CC1G_08523T0	Ccin:CC1G_04230T0	NA	1.05	NA
Ccin:CC1G_04642T0	Ccin:CC1G_02385T0	NA	0.71	NA
Ccin:CC1G_11386T0	Ccin:CC1G_04230T0	NA	1.00	NA
Ccin:CC1G_04228T0	Ccin:CC1G_04230T0	NA	1.04	NA
Ccin:CC1G_09620T0	Ccin:CC1G_12163T0	NA	0.43	NA
Ccin:CC1G_04265T0	Ccin:CC1G_12163T0	NA	0.39	NA
Ccin:CC1G_09620T0	Ccin:CC1G_04235T0	NA	0.60	NA
Ccin:CC1G_05362T0	Ccin:CC1G_03365T0	1.75	0.95	1.85
Ccin:CC1G_04265T0	Ccin:CC1G_04235T0	NA	0.52	NA
Ccin:CC1G_05361T0	Ccin:CC1G_03365T0	NA	0.47	NA
Ccin:CC1G_12163T0	Ccin:CC1G_04235T0	NA	0.54	NA
Ccin:CC1G_05363T0	Ccin:CC1G_03365T0	2.85	0.60	4.71
Ccin:CC1G_09620T0	Ccin:CC1G_07940T0	NA	0.53	NA
Ccin:CC1G_05362T0	Ccin:CC1G_03350T0	1.46	1.26	1.15
Ccin:CC1G_12163T0	Ccin:CC1G_07940T0	NA	0.43	NA
Ccin:CC1G_05361T0	Ccin:CC1G_03350T0	NA	0.57	NA
Ccin:CC1G_04235T0	Ccin:CC1G_07940T0	NA	0.49	NA
Ccin:CC1G_05363T0	Ccin:CC1G_03350T0	NA	0.61	NA
Ccin:CC1G_09620T0	Ccin:CC1G_07959T0	NA	0.48	NA
Ccin:CC1G_04265T0	Ccin:CC1G_07959T0	2.48	0.55	4.49
Ccin:CC1G_03365T0	Ccin:CC1G_03350T0	NA	0.40	NA
Ccin:CC1G_12163T0	Ccin:CC1G_07959T0	NA	0.40	NA
Ccin:CC1G_04235T0	Ccin:CC1G_07959T0	NA	0.41	NA
Ccin:CC1G_07940T0	Ccin:CC1G_07959T0	NA	0.33	NA
Ccin:CC1G_02424T0	Ccin:CC1G_04897T0	2.44	1.02	2.40
Ccin:CC1G_02424T0	Ccin:CC1G_03550T0	2.91	0.70	4.17
Ccin:CC1G_04897T0	Ccin:CC1G_03550T0	NA	0.88	NA
Ccin:CC1G_02424T0	Ccin:CC1G_04896T0	3.33	0.69	4.85
Ccin:CC1G_04897T0	Ccin:CC1G_04896T0	NA	0.83	NA
Ccin:CC1G_03550T0	Ccin:CC1G_04896T0	NA	0.64	NA
Ccin:CC1G_02424T0	Ccin:CC1G_07101T0	1.55	0.81	1.91
Ccin:CC1G_02313T0	Ccin:CC1G_02367T0	NA	0.96	NA
Ccin:CC1G_02374T0	Ccin:CC1G_02367T0	NA	0.46	NA
Ccin:CC1G_02368T0	Ccin:CC1G_02367T0	2.07	0.52	4.01
Ccin:CC1G_14275T0	Ccin:CC1G_02304T0	2.67	0.77	3.48
Ccin:CC1G_02313T0	Ccin:CC1G_02304T0	NA	0.93	NA
Ccin:CC1G_02374T0	Ccin:CC1G_02304T0	3.28	0.83	3.94
Ccin:CC1G_03550T0	Ccin:CC1G_03573T0	2.49	0.80	3.10
Ccin:CC1G_02368T0	Ccin:CC1G_02304T0	1.71	0.87	1.97
Ccin:CC1G_04896T0	Ccin:CC1G_03573T0	NA	0.59	NA
Ccin:CC1G_07101T0	Ccin:CC1G_03573T0	3.10	0.52	5.94
Ccin:CC1G_02367T0	Ccin:CC1G_02304T0	NA	0.82	NA
Ccin:CC1G_02424T0	Ccin:CC1G_11073T0	1.89	0.97	1.94
Ccin:CC1G_14275T0	Ccin:CC1G_02308T0	3.54	1.38	2.57
Ccin:CC1G_04897T0	Ccin:CC1G_11073T0	NA	0.87	NA
Ccin:CC1G_02313T0	Ccin:CC1G_02308T0	3.85	1.31	2.95
Ccin:CC1G_03550T0	Ccin:CC1G_11073T0	NA	0.81	NA
Ccin:CC1G_02374T0	Ccin:CC1G_02308T0	3.28	1.34	2.45
Ccin:CC1G_04896T0	Ccin:CC1G_11073T0	1.20	0.71	1.70
Ccin:CC1G_07101T0	Ccin:CC1G_11073T0	1.69	0.67	2.53
Ccin:CC1G_02368T0	Ccin:CC1G_02308T0	1.87	1.43	1.31
Ccin:CC1G_03573T0	Ccin:CC1G_11073T0	NA	0.63	NA
Ccin:CC1G_02367T0	Ccin:CC1G_02308T0	1.90	1.68	1.14
Ccin:CC1G_13952T0	Ccin:CC1G_01070T0	NA	0.82	NA
Ccin:CC1G_02304T0	Ccin:CC1G_02308T0	1.89	0.59	3.22
Ccin:CC1G_13952T0	Ccin:CC1G_07227T0	2.06	0.82	2.50
Ccin:CC1G_12562T0	Ccin:CC1G_10128T0	NA	1.34	NA
Ccin:CC1G_01070T0	Ccin:CC1G_07227T0	NA	0.95	NA
Ccin:CC1G_13952T0	Ccin:CC1G_07226T0	2.33	0.78	3.00
Ccin:CC1G_12562T0	Ccin:CC1G_10129T0	NA	1.70	NA
Ccin:CC1G_01070T0	Ccin:CC1G_07226T0	NA	0.96	NA
Ccin:CC1G_10128T0	Ccin:CC1G_10129T0	3.06	1.35	2.26
Ccin:CC1G_07227T0	Ccin:CC1G_07226T0	1.15	0.27	4.32
Ccin:CC1G_07459T0	Ccin:CC1G_05240T0	2.33	1.15	2.03
Ccin:CC1G_12562T0	Ccin:CC1G_13090T0	NA	1.05	NA
Ccin:CC1G_10128T0	Ccin:CC1G_13090T0	NA	1.36	NA
Ccin:CC1G_10129T0	Ccin:CC1G_13090T0	2.63	1.04	2.53
Ccin:CC1G_12562T0	Ccin:CC1G_04138T0	0.81	0.37	2.23
Ccin:CC1G_06249T0	Ccin:CC1G_09208T0	1.91	0.60	3.16
Ccin:CC1G_10128T0	Ccin:CC1G_04138T0	2.40	1.10	2.17
Ccin:CC1G_06249T0	Ccin:CC1G_09241T0	1.43	0.64	2.23
Ccin:CC1G_10129T0	Ccin:CC1G_04138T0	NA	0.58	NA
Ccin:CC1G_09208T0	Ccin:CC1G_09241T0	1.58	0.28	5.58
Ccin:CC1G_13090T0	Ccin:CC1G_04138T0	5.41	1.24	4.37
Ccin:CC1G_06249T0	Ccin:CC1G_09238T0	2.79	0.60	4.66
Ccin:CC1G_12562T0	Ccin:CC1G_12891T0	NA	1.01	NA
Ccin:CC1G_09208T0	Ccin:CC1G_09238T0	0.19	0.05	3.56
Ccin:CC1G_10128T0	Ccin:CC1G_12891T0	NA	1.00	NA
Ccin:CC1G_09241T0	Ccin:CC1G_09238T0	1.62	0.28	5.81
Ccin:CC1G_10129T0	Ccin:CC1G_12891T0	3.35	0.63	5.33
Ccin:CC1G_06249T0	Ccin:CC1G_09240T0	1.82	0.57	3.21
Ccin:CC1G_09208T0	Ccin:CC1G_09240T0	1.47	0.26	5.58
Ccin:CC1G_13090T0	Ccin:CC1G_12891T0	26.35	1.45	18.11
Ccin:CC1G_09241T0	Ccin:CC1G_09240T0	1.33	0.28	4.81
Ccin:CC1G_04138T0	Ccin:CC1G_12891T0	NA	0.83	NA
Ccin:CC1G_09238T0	Ccin:CC1G_09240T0	1.46	0.24	6.04
Ccin:CC1G_12562T0	Ccin:CC1G_12001T0	NA	1.50	NA
Ccin:CC1G_06249T0	Ccin:CC1G_09237T0	1.83	0.55	3.35
Ccin:CC1G_10128T0	Ccin:CC1G_12001T0	2.11	1.94	1.08
Ccin:CC1G_09208T0	Ccin:CC1G_09237T0	1.38	0.27	5.07
Ccin:CC1G_10129T0	Ccin:CC1G_12001T0	NA	0.90	NA
Ccin:CC1G_09241T0	Ccin:CC1G_09237T0	1.27	0.29	4.39
Ccin:CC1G_13090T0	Ccin:CC1G_12001T0	NA	0.65	NA
Ccin:CC1G_09238T0	Ccin:CC1G_09237T0	1.67	0.25	6.80
Ccin:CC1G_04138T0	Ccin:CC1G_12001T0	NA	0.96	NA
Ccin:CC1G_09240T0	Ccin:CC1G_09237T0	1.26	0.19	6.78
Ccin:CC1G_12891T0	Ccin:CC1G_12001T0	2.16	0.99	2.19
Ccin:CC1G_06249T0	Ccin:CC1G_09235T0	1.42	0.61	2.32
Ccin:CC1G_12562T0	Ccin:CC1G_10773T0	NA	1.07	NA
